time net_usedMbps avg_cpu dram_usedGB net_allocMbps dram_allocGB
1525221753.7870247 0.0 0.25 0.073662464 32000 197.568495616
1525221754.792806 0.0 0.25 0.073859072 32000 197.568495616
1525221755.8000336 0.0 0.25 0.073859072 32000 197.568495616
1525221756.8059087 0.0 0.25 0.07405568 32000 197.568495616
1525221757.813415 0.0 0.25 0.07405568 32000 197.568495616
1525221758.8196485 0.0 0.25 0.07405568 32000 197.568495616
1525221759.8270628 0.0 0.25 0.07405568 32000 197.568495616
1525221760.8333318 0.0 0.25 0.07405568 32000 197.568495616
1525221761.8394334 0.0 0.25 0.07405568 32000 197.568495616
1525221762.8459888 0.0 0.0 0.07405568 32000 197.568495616
1525221763.8524494 0.0 0.0 0.07405568 32000 197.568495616
1525221764.8584883 0.0 0.0 0.07405568 32000 197.568495616
1525221765.8650072 0.0 0.0 0.07405568 32000 197.568495616
1525221766.871004 0.0 0.0 0.07405568 32000 197.568495616
1525221767.8775873 0.0 0.0 0.07405568 32000 197.568495616
1525221768.8836381 0.0 0.0 0.07405568 32000 197.568495616
1525221769.8905818 0.0 0.0 0.07405568 32000 197.568495616
1525221770.8971918 0.0 0.25 0.07405568 32000 197.568495616
1525221771.9037898 0.0 0.25 0.07405568 32000 197.568495616
1525221772.9097688 0.0 0.0 0.07405568 32000 197.568495616
1525221773.9164076 0.0 0.0 0.07405568 32000 197.568495616
